numero_questao,gabarito,nu_param_B,enunciado,alternativas,ano,enunciado_limpo,alternativas_limpo
63,B,0.70936,"Seda, madeiras aromáticas e têxteis, obras de arte, 
lã, cristais e muitas, muitas peças de porcelana chegaram 
ao Brasil ao longo dos séculos XVII e XVIII. A opulência 
proporcionada pelo ouro fez com que esses itens fossem 
ainda mais presentes em cidades mineiras como Ouro Preto, 
Mariana e Sabará. Esses objetos inspiraram a criação das 
chinesices, termo que designa um tipo de arte que evoca 
motivos chineses, presentes em várias igrejas barrocas de 
Minas Gerais. No Brasil, é bem provável que a inspiração 
para as pinturas nas igrejas barrocas com pássaros, 
elefantes, tigres, mandarins e pagodes tenha sido tirada de 
gravuras, tecidos, móveis e, principalmente, das porcelanas 
chinesas que circulavam livremente em uma sociedade 
enriquecida pelo comércio do ouro e pedras preciosas.
MARIUZZO, P. Estudos interdisciplinares ampliam conhecimento sobre 
chinesice no barroco mineiro. Disponível em: http://cienciaecultura.bvs.br. 
Acesso em: 23 nov. 2021 (adaptado).
O desenvolvimento do processo artístico descrito no 
texto foi possível pelo(a)",A: representação arquitetônica.; B: intercâmbio transcontinental.; C: dependência econômica.; D: intervenção estatal.; E: padrão estético.,2023,acesso adaptado ainda ampliam aromáticas arte artístico barrocas barroco bem br brasil bvs chegaram chinesas chineses chinesice chinesices cidades cienciaecultura circulavam comércio conhecimento criação cristais descrito desenvolvimento designa disponível elefantes enriquecida estudos evoca fez gerais gravuras http igrejas inspiraram inspiração interdisciplinares itens livremente longo lã madeiras mandarins mariana mariuzzo minas mineiras mineiro motivos muitas móveis nov objetos obras opulência ouro p pagodes pedras peças pinturas porcelana porcelanas possível preciosas presentes preto principalmente processo proporcionada provável pássaros sabará seda sido sobre sociedade séculos tecidos termo texto tigres tipo tirada têxteis várias xvii xviii,A: arquitetônica representação; B: intercâmbio transcontinental; C: dependência econômica; D: estatal intervenção; E: estético padrão
64,D,0.31781,"Txai Suruí, liderança da Juventude Indígena, 
profere seu discurso na abertura da COP-26
“O clima está esquentando, os animais estão 
desaparecendo, os rios estão morrendo e nossas 
plantações não florescem como no passado. A Terra está 
falando: ela nos diz que não temos mais tempo.”
VICK, M. Quais são as conquistas do movimento indígena na COP-26. 
Disponível em: www.nexojornal.com.br. Acesso em: 10 nov. 2021 (adaptado).
O discurso da líder indígena explicita um problema global 
relacionado ao(à)",A: manejo tradicional.; B: reciclagem residual.; C: consumo consciente.; D: exploração predatória.; E: reaproveitamento energético.,2023,abertura acesso adaptado animais br clima conquistas cop desaparecendo discurso disponível diz esquentando explicita falando florescem global indígena juventude liderança líder m morrendo movimento nexojornal nov passado plantações problema profere quais relacionado rios suruí tempo terra txai vick www,A: manejo tradicional; B: reciclagem residual; C: consciente consumo; D: exploração predatória; E: energético reaproveitamento
65,A,0.56073,"Nas reportagens publicadas sobre a inauguração do 
Museu de Arte de São Paulo, em 1947, quando ele ainda 
ocupava um edifício na rua Sete de Abril, Lina Bo Bardi não foi 
mencionada nenhuma vez. A arquiteta era responsável pelo 
projeto do museu que mudaria para sempre a posição de São 
Paulo no circuito mundial das artes. Mas não houve nenhum 
registro disso. O louvor se concentrou em seu marido e 
parceiro profissional, o respeitado crítico de arte Pietro Maria 
Bardi. Passados 75 anos, a mulher então ignorada recebeu 
um Leão de Ouro póstumo, a maior homenagem da Bienal 
de Arquitetura de Veneza, e tem agora sua história contada 
em duas biografias de peso, que procuram destrinchar uma 
carreira marcada pela ousadia e pela contradição.
PORTO, W. Lina Bo Bardi tem sua arquitetura contraditória destrinchada em biografias. 
Disponível em: www1.folha.uol.com.br. Acesso em: 10 nov. 2021 (adaptado).
As transformações pelas quais passaram as sociedades 
ocidentais e que possibilitaram o reconhecimento recente 
do trabalho da arquiteta mencionada no texto foram 
resultado das mobilizações sociais pela","A: equidade de gênero.; B: liberdade de expressão.; C: admissibilidade de voto.; D: igualdade de oportunidade.; E: reciprocidade de tratamento.
–CH • 1º DIA • CADERNO 1 • AZUL–",2023,abril acesso adaptado agora ainda anos arquiteta arquitetura arte artes bardi bienal biografias bo br carreira circuito concentrou contada contraditória contradição crítico destrinchada destrinchar disponível disso duas edifício então folha história homenagem ignorada inauguração leão lina louvor maior marcada maria marido mencionada mobilizações mudaria mulher mundial museu nenhum nenhuma nov ocidentais ocupava ouro ousadia parceiro passados passaram paulo peso pietro porto posição possibilitaram procuram profissional projeto publicadas póstumo quais recebeu recente reconhecimento registro reportagens respeitado responsável resultado rua sempre sete sobre sociais sociedades texto trabalho transformações uol veneza vez w,A: equidade gênero; B: expressão liberdade; C: admissibilidade voto; D: igualdade oportunidade; E: azul caderno ch dia reciprocidade tratamento
66,A,-0.62019,"TEXTO I
Como é horrivel ver um filho comer e perguntar: “Tem 
mais?” Esta palavra “tem mais” fica oscilando dentro do 
cerebro de uma mãe que olha as panela e não tem mais.
JESUS, C. M. Quarto de despejo: diário de uma favelada. São Paulo: Ática, 2014.
TEXTO II
A experiência de ver os filhos com fome na década 
de 1950, descrita por Carolina, é vivida no Brasil de 2021 
por uma moradora de Petrolândia, em Pernambuco. “Eu 
trabalhava de ajudante de cabeleireira, mas a moça que 
tinha o salão fechou. Eu vinha me sustentando com o 
auxílio que tinha, mas agora eu não fui contemplada. Às 
vezes as pessoas me ajudam com alimentos para os meus 
filhos. De vez em quando, eu acho algum bico para fazer, 
mas é muito raro. Tem dias que não tenho nem o leite da 
minha bebê.”
CARRANÇA, T. “Até o feijão nos esqueceu”: o livro de 1960 que poderia ter sido escrito 
nas favelas de 2021. Disponível em: www.bbc.com. Acesso em: 6 out. 2021 (adaptado).
Considerando a realidade brasileira, os textos se 
aproximam ao apresentarem uma reflexão sobre o(a)",A: recorrência da miséria.; B: planejamento da saúde.; C: superação da escassez.; D: constância da economia.; E: romantização da carência.,2023,acesso acho adaptado agora ajudam ajudante algum alimentos apresentarem aproximam auxílio bbc bebê bico brasil brasileira c cabeleireira carolina carrança cerebro comer considerando contemplada dentro descrita despejo dias disponível diário década escrito esqueceu experiência favelada favelas fazer fechou feijão fica filho filhos fome horrivel i ii jesus leite livro m moradora moça mãe olha oscilando out palavra panela paulo perguntar pernambuco pessoas petrolândia poderia quarto raro realidade reflexão salão sido sobre sustentando t ter texto textos trabalhava ver vez vezes vinha vivida www ática,A: miséria recorrência; B: planejamento saúde; C: escassez superação; D: constância economia; E: carência romantização
67,B,0.12887,"No sul da Bahia, desde o século XVIII, tem-se 
registros de um tipo de sistema agroflorestal. Até hoje, 
esse sistema é característica marcante da paisagem 
da região, conhecido como cabruca, que consiste no 
cultivo do cacau à sombra do dossel da floresta nativa. 
Esse sistema de cultivo do cacau (graças à tolerância 
da espécie à sombra) é considerado amigável para a 
vida silvestre, pois apresenta superioridade em termos 
de conservação da biodiversidade quando comparado 
com outras plantações tropicais (monoculturas de dendê, 
seringa ou café), agricultura ou pastagens.
SOLLBERG, I.; SCHIAVETTI, A.; MORAES, M. E. B. Manejo agrícola no 
Refúgio de Vida Silvestre de Una: agroflorestas como uma perspectiva 
de conservação. Revista Árvore, n. 2, 2014 (adaptado).
A prática produtiva apresentada é um exemplo de",A: difusão comercial de lavouras temporárias.; B: utilização sustentável dos recursos naturais.; C: ampliação tecnológica da pecuária intensiva.; D: padronização alimentar dos povos tradicionais.; E: modernização logística de plantios convencionais.,2023,adaptado agricultura agroflorestal agroflorestas agrícola amigável apresenta apresentada b bahia biodiversidade cabruca cacau café característica comparado conhecido conservação considerado consiste cultivo dendê desde dossel espécie exemplo floresta graças hoje i m manejo marcante monoculturas moraes n nativa outras paisagem pastagens perspectiva plantações pois produtiva prática refúgio registros região revista schiavetti seringa silvestre sistema sollberg sombra sul superioridade século termos tipo tolerância tropicais una vida xviii árvore,A: comercial difusão lavouras temporárias; B: naturais recursos sustentável utilização; C: ampliação intensiva pecuária tecnológica; D: alimentar padronização povos tradicionais; E: convencionais logística modernização plantios
68,C,0.08088,"O masseiro, a mulher, e quatro filhos, dormindo numa 
tapera de quatro paredes de caixão, coberta de zinco. 
A água do mangue, na maré cheia, ia dentro de casa. 
Os maruins de noite encalombavam o corpo dos meninos. 
O mangue tinha ocasião que fedia, e os urubus faziam 
ponto por ali atrás dos petiscos. Perto da rua lavavam 
couro de boi, pele de bode para o curtume de um espanhol. 
Morria peixe envenenado, e quando a maré secava, os 
urubus enchiam o papo, ciscavam a lama, passeando 
banzeiros pelas biqueiras dos mocambos no Recife.
RÊGO, J. L. O moleque Ricardo. Rio de Janeiro: J. Olympio, 1966 (adaptado).
A aglomeração urbana representada no texto resulta em",A: conservação do meio rural.; B: crescimento da vegetação ciliar.; C: interferência do espaço geográfico.; D: equilíbrio do ambiente das cidades.; E: controle da proliferação dos animais.,2023,adaptado aglomeração ali atrás banzeiros biqueiras bode boi caixão casa cheia ciscavam coberta corpo couro curtume dentro dormindo encalombavam enchiam envenenado espanhol faziam fedia filhos ia j janeiro l lama lavavam mangue maruins maré masseiro meninos mocambos moleque morria mulher noite ocasião olympio papo paredes passeando peixe pele perto petiscos ponto quatro recife representada resulta ricardo rio rua rêgo secava tapera texto urbana urubus zinco água,A: conservação meio rural; B: ciliar crescimento vegetação; C: espaço geográfico interferência; D: ambiente cidades equilíbrio; E: animais controle proliferação
69,D,0.2661,"Elas foram as pioneiras dos direitos das mulheres 
no Afeganistão. Defensoras ferrenhas da lei, buscaram 
justiça para os mais marginalizados. Mas, agora, mais 
de 220 juízas afegãs estão escondidas por medo de 
retaliação sob o regime do Talibã. Uma delas condenou 
centenas de homens por violência contra as mulheres, 
incluindo estupro, assassinato e tortura. Mas poucos dias 
depois que o Talibã assumiu o controle de sua cidade 
e milhares de criminosos condenados foram libertados 
da prisão, as ameaças de morte começaram. O país 
sempre foi considerado um dos lugares mais difíceis e 
perigosos do mundo para as mulheres. De acordo com 
estudos de organizações não governamentais, cerca de 
87% das mulheres e meninas serão vítimas de abuso 
durante a vida.
Disponível em: https://g1.globo.com. Acesso em: 12 out. 2021 (adaptado).
O texto evidencia situação representativa de","A: afronta às estruturas sociais.; B: desprezo aos valores religiosos.; C: transgressão às normas morais.; D: desrespeito à dignidade humana.; E: oposição aos princípios hierárquicos.
–CH • 1º DIA • CADERNO 1 • AZUL–",2023,abuso acesso acordo adaptado afeganistão afegãs agora ameaças assassinato assumiu buscaram centenas cerca cidade começaram condenados condenou considerado contra controle criminosos defensoras dias difíceis direitos disponível durante escondidas estudos estupro evidencia ferrenhas globo governamentais homens https incluindo justiça juízas lei libertados lugares marginalizados medo meninas milhares morte mulheres mundo organizações out país perigosos pioneiras poucos prisão regime representativa retaliação sempre situação sob talibã texto tortura vida violência vítimas,A: afronta estruturas sociais; B: desprezo religiosos valores; C: morais normas transgressão; D: desrespeito dignidade humana; E: azul caderno ch dia hierárquicos oposição princípios
70,C,0.7685,"No cemitério, a sociedade religiosa encarregada do 
funeral, aterrorizada, apressou a cerimônia de tal forma que 
a mãe de Herzog perdeu o momento em que o caixão do 
filho começou a ser coberto pela terra. Quatro jornalistas 
que estavam presos no DOI chegaram para assistir ao 
sepultamento. Um se afastara, chorando. Dizia: Eles matam, 
eles matam! Não pergunte nada. Não podemos dizer 
nada. Eles matam mesmo. Falava-se baixo. Ouviram-se 
dois curtos discursos. O primeiro, da atriz Ruth Escobar: 
Até quando vamos suportar tanta violência? Até quando 
vamos continuar enterrando nossos mortos em silêncio? 
No segundo, Audálio Dantas recitou o Navio negreiro, de 
Castro Alves: Senhor Deus dos desgraçados / Dizei-me 
Vós, Senhor Deus / Se é mentira, se é verdade, / Tanto 
horror perante os céus.
GASPARI, E. A ditadura encurralada. São Paulo: Cia. das Letras, 2004.
O acontecimento descrito no texto, ocorrido em meados 
dos anos 1970, atesta a seguinte característica do regime 
político-institucional vigente:","A: Incorporação da estética popular para justificar o ideal 
de integração nacional.; B: Afirmação da estratégia psicossocial para favorecer 
o objetivo de propaganda cívica.; C: Institucionalização de mecanismos repressivos para 
eliminar os focos de resistência.; D: Adoção de cerimoniais públicos para controlar as 
manifestações de grupos opositores.; E: Estatização de meios de comunicação para selecionar 
a divulgação de atos governamentais.",2023,acontecimento afastara alves anos apressou assistir aterrorizada atesta atriz audálio baixo caixão característica castro cemitério cerimônia chegaram chorando cia coberto começou continuar curtos céus dantas descrito desgraçados deus discursos ditadura dizei dizer dizia doi dois encarregada encurralada enterrando escobar falava filho forma funeral gaspari herzog horror institucional jornalistas letras matam meados mentira momento mortos mãe nada navio negreiro ocorrido ouviram paulo perante perdeu pergunte podemos político presos primeiro quatro recitou regime religiosa ruth seguinte segundo senhor sepultamento silêncio sociedade suportar tal tanta tanto terra texto vamos verdade vigente violência vós,A: estética ideal incorporação integração justificar nacional popular; B: afirmação cívica estratégia favorecer objetivo propaganda psicossocial; C: eliminar focos institucionalização mecanismos repressivos resistência; D: adoção cerimoniais controlar grupos manifestações opositores públicos; E: atos comunicação divulgação estatização governamentais meios selecionar
71,A,1.90011,"Alternativas logísticas estão servindo de instrumentos 
que ativam os mercados especuladores de terras 
nas diferentes regiões da Amazônia e constituem em 
indicadores utilizados por diferentes atores para defender 
ou denunciar o avanço da cultura da soja na região e, 
com ela, a retomada do desmatamento. É evidente que 
o crescimento do desmatamento tem a ver também com 
a expansão da soja, porém atribuir a ela o fator principal 
parece não totalmente correto. Parto da compreensão 
central de que a lógica que gera o desmatamento está 
articulada pelo tripé grileiros, madeireiros e pecuaristas.
OLIVEIRA, A. U. A Amazônia e a nova geografia da produção da soja. 
Terra Livre, n. 26, jan.-jun. 2006 (adaptado).
Na visão do autor, o problema central da situação descrita 
é desencadeado pela",A: apropriação de áreas devolutas.; B: sonegação de impostos federais.; C: incorporação de exportação ilegal.; D: desoneração de setores produtivos.; E: flexibilização de legislação ambiental.,2023,adaptado alternativas amazônia articulada ativam atores atribuir autor avanço central compreensão constituem correto crescimento cultura defender denunciar descrita desencadeado desmatamento diferentes especuladores evidente expansão fator geografia gera grileiros indicadores instrumentos jan jun livre logísticas lógica madeireiros mercados n nova oliveira parece parto pecuaristas porém principal problema produção região regiões retomada servindo situação soja terra terras totalmente tripé u utilizados ver visão,A: apropriação devolutas áreas; B: federais impostos sonegação; C: exportação ilegal incorporação; D: desoneração produtivos setores; E: ambiental flexibilização legislação
72,B,0.36112,"TEXTO I
Por hora, apenas os mais abastados poderão sonhar 
em viajar ao espaço, seja por um foguete ou por um avião 
híbrido, mas toda a população global poderá sentir os 
efeitos dessas viagens e avanços tecnológicos. Para uma 
aventura dessas, as empresas tiveram que criar novas 
tecnologias que podem, em algum momento, voltar para a 
sociedade. A câmera fotográfica, hoje comum no mundo, 
antes foi uma invenção para ser usada em telescópios, e 
o titânio, usado até na medicina, foi desenvolvido para a 
construção de foguetes.
ORLANDO, G. Corrida espacial dos bilionários pode trazer vantagens para todos. 
Disponível em: https://noticias.r7.com. Acesso em: 5 nov. 2021 (adaptado).
TEXTO II
ACREDITE
EM MIM. NÃO
CONFIE NESSE
PESSOAL!
BILIONÁRIOS LANÇAM NOVA ERA DE VIAGENS AO ESPAÇO...
VIEMOS
EM PAZ!
CAZO. Disponível em: www.humorpolitico.com.br. Acesso em: 5 nov. 2021.
Os textos apresentam perspectivas da nova corrida 
espacial que revelam, respectivamente:","A: Dependência e progresso.; B: Expectativa e desconfiança.; C: Angústia e adaptação.; D: Pioneirismo e retrocesso.; E: Receio e civilidade.
–CH • 1º DIA • CADERNO 1 • AZUL–",2023,abastados acesso acredite adaptado algum antes apenas apresentam avanços aventura avião bilionários br cazo comum confie construção corrida criar câmera desenvolvido dessas disponível efeitos empresas espacial espaço foguete foguetes fotográfica g global hoje hora https humorpolitico híbrido i ii invenção lançam medicina mim momento mundo nesse noticias nov nova novas orlando paz perspectivas pessoal pode podem poderá poderão população respectivamente revelam sentir sociedade sonhar tecnologias tecnológicos telescópios texto textos titânio toda todos trazer usada usado vantagens viagens viajar viemos voltar www,A: dependência progresso; B: desconfiança expectativa; C: adaptação angústia; D: pioneirismo retrocesso; E: azul caderno ch civilidade dia receio
73,A,0.7104,"Os séculos XV e XVI, quando se vão desmoronando 
as estruturas socioeconômicas da Idade Média perante 
os novos imperativos da Época moderna, constituem um 
momento-chave na história florestal de toda a Europa 
Ocidental. Abre-se, genericamente, um longo período 
de “crise florestal”, que se manifesta com acuidade nos 
países onde mais se desenvolvem as atividades industriais 
e comerciais. As necessidades em produtos lenhosos 
aumentam drasticamente com o crescimento do consumo 
nos mercados urbanos e nas regiões onde progridem a 
metalurgia e a construção naval, além da sua utilização 
na vida quotidiana de toda a população.
DEVY-VARETA, N. Para uma geografia histórica da floresta portuguesa. 
Revista da Faculdade de Letras — Geografia, n. 1, 1986 (adaptado).
Qual acontecimento do período contribuiu diretamente 
para o agravamento da situação descrita?",A: O processo de expansão marítima.; B: A eclosão do renascimento cultural.; C: A concretização da centralização política.; D: O movimento de reformas religiosas.; E: A manutenção do sistema feudal.,2023,abre acontecimento acuidade adaptado agravamento além atividades aumentam chave comerciais constituem construção consumo contribuiu crescimento crise descrita desenvolvem desmoronando devy diretamente drasticamente estruturas europa faculdade floresta florestal genericamente geografia história histórica idade imperativos industriais lenhosos letras longo manifesta mercados metalurgia moderna momento média n naval necessidades novos ocidental onde países perante período população portuguesa produtos progridem quotidiana regiões revista situação socioeconômicas séculos toda urbanos utilização vareta vida vão xv xvi época,A: expansão marítima processo; B: cultural eclosão renascimento; C: centralização concretização política; D: movimento reformas religiosas; E: feudal manutenção sistema
74,D,0.57309,"Tahuantinsuyu — nome do Império Inca em quéchua — 
era dividido em quatro partes ou suyus: Chinchaysuyu 
(noroeste do Peru e Equador), Antisuyu (parte amazônica 
do império), Collasuyu (atual Bolívia) e Condesuyu (costa 
do Oceano Pacífico) e tinha Cuzco, no atual Peru, 
como sua capital imperial. Oficialmente, todas as etnias 
dominadas pelos incas deveriam adotar a língua quéchua, 
adorar o Sapa Inca e o Sol e pagar taxas em forma de 
horas de trabalhos periódicos. No entanto, pode-se dizer 
que o Império Inca era como um mosaico cultural em que 
vários e diferentes grupos étnicos adoravam o Sapa Inca 
e o Sol mas, simultaneamente, continuavam a adorar seus 
deuses locais e também a falar em suas línguas nativas.
MARTINS, C. Os incas e os tahuantinsuyu: apresentação. Disponível em: 
http://antigo.anphlac.org. Acesso em: 6 out. 2021 (adaptado).
Ao comparar, no texto, a vertente da dominação territorial 
com os aspectos culturais, os incas tinham uma postura",A: aceitável no que alude aos direitos humanos.; B: admissível no que remete às crenças coloniais.; C: tolerável no que se refere aos regimes tributários.; D: flexível no que diz respeito aos costumes religiosos.; E: compreensível no que concerne às normas laborais.,2023,acesso adaptado adorar adoravam adotar amazônica anphlac antigo antisuyu apresentação aspectos atual bolívia c capital chinchaysuyu collasuyu comparar condesuyu continuavam costa culturais cultural cuzco deuses deveriam diferentes disponível dividido dizer dominadas dominação entanto equador etnias falar forma grupos horas http imperial império inca incas locais língua línguas martins mosaico nativas nome noroeste oceano oficialmente org out pacífico pagar parte partes periódicos peru pode postura quatro quéchua sapa simultaneamente sol suyus tahuantinsuyu taxas territorial texto todas trabalhos vertente vários étnicos,A: aceitável alude direitos humanos; B: admissível coloniais crenças remete; C: refere regimes tolerável tributários; D: costumes diz flexível religiosos respeito; E: compreensível concerne laborais normas
75,C,-0.55783,"A torcida do Fluminense inicia um movimento para 
mudar a letra de uma das músicas mais populares das 
arquibancadas tricolores. Grupos pedem a remoção do 
termo “mulambo imundo”, em uma provocação direta ao 
Flamengo. Mulambo é um termo que surgiu em Angola, 
na época da escravatura, e eles eram chamados de 
mulambos pelos senhores de engenho, os patrões 
das fazendas.
Disponível em: https://oglobo.globo.com. Acesso em: 23 nov. 2021.
Qual mudança no comportamento social a proposta 
reportada no texto reflete?",A: Rejeição de costumes elitistas.; B: Repulsão de condutas misóginas.; C: Condenação do preconceito racial.; D: Criminalização de práticas homofóbicas.; E: Contestação do comportamento machista.,2023,acesso angola arquibancadas chamados comportamento direta disponível engenho escravatura fazendas flamengo fluminense globo grupos https imundo inicia letra movimento mudança mudar mulambo mulambos músicas nov oglobo patrões pedem populares proposta provocação reflete remoção reportada senhores social surgiu termo texto torcida tricolores época,A: costumes elitistas rejeição; B: condutas misóginas repulsão; C: condenação preconceito racial; D: criminalização homofóbicas práticas; E: comportamento contestação machista
76,D,0.44013,"Fonte: IBGE
Filhos por mulher
Décadas
Taxa de fecundidade no Brasil
De 1960 a 2020,
número de filhos baixa de
6,3 para 1,5
1
3
5
7
1960 1970 1980 1990 2000 2010 2020 2030 2040 2050
6,3
5,8
4,1
2,8
2,4
1,8
1,5
1,5
1,5
1,5
Disponível em: www.insper.edu.br. Acesso em: 27 set. 2021 (adaptado).
Qual fator foi determinante para a mudança do indicador 
apresentado no gráfico?","A: Flexibilização legal da prática de aborto.; B: Envelhecimento da população brasileira.; C: Crescimento dos casos de gravidez precoce.; D: Participação feminina no mercado de trabalho.; E: Diminuição dos benefícios na licença-maternidade.
–CH • 1º DIA • CADERNO 1 • AZUL–",2023,acesso adaptado apresentado baixa br brasil determinante disponível décadas edu fator fecundidade filhos fonte gráfico ibge indicador insper mudança mulher número set taxa www,A: aborto flexibilização legal prática; B: brasileira envelhecimento população; C: casos crescimento gravidez precoce; D: feminina mercado participação trabalho; E: azul benefícios caderno ch dia diminuição licença maternidade
77,E,1.56049,"Havia já muito tempo que a Europa desfrutava os 
benefícios da vacina e arrancava à morte milhares de 
inocentes, condenados a serem vítimas do terrível flagelo 
das bexigas, e o governo de Portugal nunca se lembrara de 
transmitir ao Brasil a mais útil das descobertas humanas, 
quando aliás nenhum país mais do que ele carecia deste 
salutar invento ou se atendesse às vantagens da população 
ou ao perdimento de imensas somas na mortandade 
contínua de escravos, que este flagelo devorava. O certo 
é que mais ocupado de seu ouro que de seus habitantes, 
Portugal, como em outros muitos casos, esperou que o 
Brasil por seu próprio impulso remediasse a este mal.
PEREIRA, J. C. 12 jan. 1828 apud LOPES, M. B.; POLITO, R. Para uma história 
da vacina no Brasil: um manuscrito inédito de Norberto e Macedo. História, 
Ciências, Saúde — Manguinhos, n. 2, abr.-jun. 2007 (adaptado).
Escrito em 1828, o texto expressa a seguinte ideia de 
origem iluminista:","A: As leis observáveis regem o mundo material.; B: O monarca racional promove a sociedade justa.; C: O direito natural justifica a liberdade dos homens.; D: A produção da terra garante a riqueza das nações.; E: A responsabilidade dos governantes assegura a saúde 
dos povos.",2023,abr adaptado aliás apud arrancava atendesse b benefícios bexigas brasil c carecia casos certo ciências condenados contínua descobertas desfrutava deste devorava escravos escrito esperou europa expressa flagelo governo habitantes havia história humanas ideia iluminista imensas impulso inocentes invento inédito j jan jun lembrara lopes m macedo mal manguinhos manuscrito milhares mortandade morte muitos n nenhum norberto nunca ocupado origem ouro outros país perdimento pereira polito população portugal próprio r remediasse salutar saúde seguinte serem somas tempo terrível texto transmitir vacina vantagens vítimas útil,A: leis material mundo observáveis regem; B: justa monarca promove racional sociedade; C: direito homens justifica liberdade natural; D: garante nações produção riqueza terra; E: assegura governantes povos responsabilidade saúde
78,A,1.19358,"Os movimentos da agricultura urbana no Rio de 
Janeiro vêm crescendo nos últimos vinte anos, tanto 
por meio de reproduções de modelos de vida antigos, 
vinculados ao resgate dos próprios costumes, como — e 
cada vez mais — são revelados hábitos inventivos nos 
quais moradores urbanos de diferentes classes sociais, 
sem nenhuma referência anterior com o campo, passam a 
se dedicar a essas atividades. Ao possibilitar o acesso ao 
plantio e, consequentemente, à alimentação, permite-se 
uma nova relação com o que se come, reduzindo o 
percurso da cadeia produtiva e aproximando produtores 
de consumidores, pois ambos se confundem nas 
experiências de agricultura urbana.
PORTILHO, M.; RODRIGUES, C. G. O.; FERNANDEZ, A. C. F. Cultivando relações no 
arranjo local da Penha: a mobilização de mulheres a partir das práticas de agricultura 
urbana na favela. Cidades, Comunidades e Territórios, n. 42, jun. 2021.
A prática agrícola destacada no texto apresenta como 
vantagem no espaço urbano a",A: ocupação de lugares ociosos.; B: densificação da área central.; C: valorização do mercado externo.; D: priorização de insumos químicos.; E: mecanização de técnicas de cultivo.,2023,acesso agricultura agrícola alimentação ambos anos anterior antigos apresenta aproximando arranjo atividades c cada cadeia campo cidades classes come comunidades confundem consequentemente consumidores costumes crescendo cultivando dedicar destacada diferentes espaço experiências f favela fernandez g hábitos inventivos janeiro jun local m meio mobilização modelos moradores movimentos mulheres n nenhuma nova partir passam penha percurso permite plantio pois portilho possibilitar produtiva produtores prática práticas próprios quais reduzindo referência relação relações reproduções resgate revelados rio rodrigues sociais tanto territórios texto urbana urbano urbanos vantagem vez vida vinculados vinte vêm últimos,A: lugares ociosos ocupação; B: central densificação área; C: externo mercado valorização; D: insumos priorização químicos; E: cultivo mecanização técnicas
79,B,1.97568,"TEXTO I
Gerineldo dorme porque já está conformado com o 
seu mundo. Porque já sabe tudo o que lhe pode acontecer 
após haver submetido todos os objetos que o rodeiam a um 
minucioso inventário de possibilidades. Seu apartamento, 
mais que um apartamento, é uma teoria de sorte e de azar. 
Melhor que ninguém, Gerineldo conhece o coeficiente 
da dilatação de suas janelas e mantém marcado no 
termômetro, com uma linha vermelha, o ponto em que 
se quebrarão os vidros, despedaçados em estilhaços 
de morte. Sabe que os arquitetos e os engenheiros já 
previram tudo, menos o que nunca já aconteceu.
MÁRQUEZ, G. G. O pessimista. In: Textos do Caribe. Rio de Janeiro: Record, 1981.
TEXTO II
A situação é o sujeito inteiro (ele não é nada a não ser 
a sua situação) e é também a coisa inteira (nunca há mais 
nada senão as coisas). É o sujeito a elucidar as coisas 
pela sua própria superação, se assim quisermos; ou são 
as coisas a reenviar ao sujeito a imagem dele. É a total 
facticidade, a contingência absoluta do mundo, do meu 
nascimento, do meu lugar, do meu passado, dos meus 
redores — e é a minha liberdade sem limites que faz com 
que haja para mim uma facticidade.
SARTRE, J.-P. O ser e o nada: ensaio de ontologia fenomenológica. 
Petrópolis: Vozes, 1997 (adaptado).
A postura determinista adotada pelo personagem 
Gerineldo contrasta com a ideia existencialista contida 
no pensamento filosófico de Sartre porque",A: evidencia a manifestação do inconsciente.; B: nega a possibilidade de transcendência.; C: contraria o conhecimento difuso.; D: sustenta a fugacidade da vida.; E: refuta a evolução biológica.,2023,absoluta acontecer aconteceu adaptado adotada apartamento após arquitetos assim azar caribe coeficiente coisa coisas conformado conhece contida contingência contrasta despedaçados determinista dilatação dorme elucidar engenheiros ensaio estilhaços existencialista facticidade faz fenomenológica filosófico g gerineldo i ideia ii imagem in inteira inteiro inventário j janeiro janelas liberdade limites linha lugar mantém marcado melhor menos mim minucioso morte mundo márquez nada nascimento ninguém nunca objetos ontologia p passado pensamento personagem pessimista petrópolis pode ponto porque possibilidades postura previram própria quebrarão quisermos record redores reenviar rio rodeiam sabe sartre senão situação sorte submetido sujeito superação teoria termômetro texto textos todos total tudo vermelha vidros vozes,A: evidencia inconsciente manifestação; B: nega possibilidade transcendência; C: conhecimento contraria difuso; D: fugacidade sustenta vida; E: biológica evolução refuta
