numero_questao,gabarito,nu_param_B,enunciado,alternativas,ano
82,B,1.4236,"Rochas ígneas
Amazônia Legal
ROCHAS ÍGNEAS DA AMAZÔNIA LEGAL
70°W
60°W
50°W
70°W
60°W
50°W
5°N
0°
5°S
10°S
15°S
5°N
0°
5°S
10°S
15°S
Venezuela
Venezuela
Colômbia
Peru
Bolívia
Chile
Guiana
Suriname
Guiana Francesa
Guiana Francesa
Oceano
Pacífico
Oceano
Atlântico
Amazonas
Pará
Amapá
Tocantins
Tocantins
Piauí
Bahia
Goiás
DF Minas Gerais
Mato Grosso do Sul
Rondônia
Rondônia
Mato Grosso
Acre
80
320Km
Projeção: Albers
Datum: SIRGAS 2000
Roraima
Roraima
   aranhão
Maranhão
Geoestatísticas de recursos naturais da Amazônia Legal. 
Rio de Janeiro: IBGE, 2011 (adaptado).
O mapa espacializa um recurso natural com alto potencial 
para ocorrência de:",A: Abalos sísmicos periódicos.; B: Jazidas de minerais metálicos.; C: Reservas de combustíveis fósseis.; D: Aquíferos sedimentares profundos.; E: Estruturas geológicas metamórficas.,2022
83,B,0.64418,"Nascidas no Líbano, as duas irmãs não puderam 
ser registradas no país, porque lá é exigido que os 
nascidos sejam filhos de pais e mães libaneses. Seus 
pais, de nacionalidade síria, também não puderam 
registrá-las no país de origem. Na Síria, crianças só 
são registradas por pais oficialmente casados, o que 
não era o caso deles.
Disponível em: https://agenciabrasil.ebc.com.br. Acesso em: 7 nov. 2021.
Em situações como a apresentada no texto, as pessoas ao 
nascerem já se encontram na condição sociopolítica de",A: exiladas.; B: apátridas.; C: foragidas.; D: refugiadas.; E: clandestinas.,2022
84,C,1.5801,"TEXTO I
Uma filosofia da percepção que queira reaprender a 
ver o mundo restituirá à pintura e às artes em geral seu 
lugar verdadeiro.
MERLEAU-PONTY, M. Conversas: 1948. São Paulo: Martins Fontes, 2004.
 TEXTO II
Os grandes autores de cinema nos pareceram 
confrontáveis não apenas com pintores, arquitetos, 
músicos, mas também com pensadores. Eles pensam 
com imagens, em vez de conceitos.
DELEUZE, G. Cinema 1: a imagem-movimento. São Paulo: Brasiliense, 1983 (adaptado).
De que modo os textos sustentam a existência de um 
saber ancorado na sensibilidade?","A: Admitindo o belo como fenômeno transcendental.; B: Reafirmando a vivência estética como juízo de gosto.; C: Considerando o olhar como experiência de conhecimento.; D: Apontando as formas de expressão como auxiliares 
da razão.; E: Estabelecendo a inteligência como implicação das 
representações.",2022
85,D,0.29126,"TEXTO I
Manda o Santo Ofício da Inquisição que ninguém, 
seja qual for seu estado, idade ou condição, pare com 
carroça, caleça ou montaria nem atrapalhe com mesas 
ou cadeiras o centro das ruas, que vão da Inquisição a 
São Domingos, nem atravesse a procissão em ponto 
algum da ida ou da volta, amanhã, 19 do corrente, em 
que se celebrará auto de fé. E também que nem nesse 
dia nem nos dos açoites ouse alguém atirar nos réus 
maçãs, pedras, laranjas nem outra coisa qualquer.
PALMA, R. Anais da Inquisição de Lima. São Paulo: Edusp; Giordano, 1992 (adaptado).
TEXTO II
Como acontece em todos os ritos, o sentido do auto 
da fé é conferido pela sequência dos atos que o compõem. 
Os lugares, as posturas, os gestos, as palavras são 
fixados previamente em toda a sua complexidade. Por 
isso, o auto da fé apresenta momentos fortes — durante 
a preparação, a encenação, o ato e a recepção — que 
convém seguir em seus pormenores.
BETHENCOURT, F. História das Inquisições: Portugal, Espanha e Itália – séculos XV-XIX. 
São Paulo: Cia. das Letras, 2000.
O rito mencionado nos textos demonstra a capacidade 
da Igreja em","A: abrandar cerimônias de punição.; B: favorecer anseios de violência.; C: criticar políticas de disciplina.; D: produzir padrões de conduta.; E: ordenar cultos de heresia.


CH - 1° dia | Caderno 1 - AZUL - 1ª Aplicação
ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022",2022
86,C,1.66082,"Empédocles estabelece quatro elementos corporais 
— fogo, ar, água e terra —, que são eternos e que mudam 
aumentando e diminuindo mediante mistura e separação; 
mas os princípios propriamente ditos, pelos quais aqueles 
são movidos, são o Amor e o Ódio. Pois é preciso que os 
elementos permaneçam alternadamente em movimento, 
sendo ora misturados pelo Amor, ora separados pelo Ódio. 
SIMPLÍCIO. Física, 25, 21. In: Os pré-socráticos. São Paulo: Nova Cultural, 1996.
O texto propõe uma reflexão sobre o entendimento de 
Empédocles acerca da arché, uma preocupação típica do 
pensamento pré-socrático, porque",A: exalta a investigação filosófica.; B: transcende ao mundo sensível.; C: evoca a discussão cosmogônica.; D: fundamenta as paixões humanas.; E: corresponde à explicação mitológica.,2022
87,B,0.73772,"Macrocefalia urbana pode ser entendida como a 
massiva concentração das atividades econômicas em 
algumas metrópoles que propicia o desencadeamento 
de processos descompassados: redirecionamento e 
convergência de fluxos migratórios, déficit no número 
de empregos, ocupação desordenada de determinadas 
regiões da cidade e estigmatização de estratos sociais, 
que comprometem substancialmente a segurança pública 
urbana.
SANTOS, M. O espaço dividido: os dois circuitos da economia urbana dos países 
subdesenvolvidos. São Paulo: Edusp, 2004.
O processo de concentração espacial apresentado foi 
estimulado por qual fator geográfico?",A: Limitação da área ocupada.; B: Êxodo da população do campo.; C: Ampliação do risco habitacional.; D: Deficiência do transporte alternativo.; E: Crescimento da taxa de fecundidade.,2022
88,E,2.20588,"Entretanto, nosso amigo Basso tem o ânimo alegre. 
Isso resulta da filosofia: estar alegre diante da morte, forte 
e contente qualquer que seja o estado do corpo, sem 
desfalecer, ainda que desfaleça.
SÊNECA, L. Cartas morais. Lisboa: Calouste Gulbenkian, 1990.
O excerto refere-se a uma carta de Sêneca na qual 
se apresenta como um bem fundamental da filosofia 
promover a",A: valorização de disputas dialógicas.; B: rejeição das convenções sociais.; C: inspiração de natureza religiosa.; D: exaltação do sofrimento.; E: moderação das paixões.,2022
89,C,0.27387,"Quando os espanhóis chegaram à América, estava 
em seu apogeu o império teocrático dos Incas, que 
estendia seu poder sobre o que hoje chamamos Peru, 
Bolívia e Equador, abarcava parte da Colômbia e do Chile 
e alcançava até o norte argentino e a selva brasileira; a 
confederação dos Astecas tinha conquistado um alto nível 
de eficiência no vale do México, e no Yucatán, na América 
Central, a esplêndida civilização dos Maias persistia nos 
povos herdeiros, organizados para o trabalho e para a 
guerra. Os Maias tinham sido grandes astrônomos, 
mediram o tempo e o espaço com assombrosa precisão, 
e tinham descoberto o valor do número zero antes de 
qualquer povo da história. No museu de Lima, podem ser 
vistos centenas de crânios que receberam placas de ouro 
e prata por parte dos cirurgiões Incas.
GALEANO, E. As veias abertas da América Latina. Porto Alegre: L&PM, 2012.
As sociedades mencionadas deixaram como legado uma 
diversidade de","A: bens religiosos inspirados na matriz cristã.; B: materiais bélicos pilhados em batalhas coloniais.; C: heranças culturais constituídas em saberes próprios.; D: costumes laborais moldados em estilos estrangeiros.; E: práticas medicinais alicerçadas no conhecimento 
científico.",2022
90,A,1.36087,"Em Vitória (ES), no bairro Goiabeiras, encontramos 
as paneleiras, mulheres que são conhecidas pelos 
saberes/fazeres das tradicionais panelas de barro, ícones 
da culinária capixaba. A tradição passada de mãe para 
filha é de origem indígena e sofreu influência de outras 
etnias, como a afro e a luso. Dessa mistura, acredita-se 
que a fabricação das panelas de barro já tenha 400 anos. 
A fabricação das panelas de barro se dá em várias etapas, 
desde a obtenção de matéria-prima à confecção das 
panelas. As matérias-primas tradicionalmente utilizadas 
são provenientes do meio natural, como: argila, retirada 
do barreiro no Vale do Mulembá; madeira, atualmente 
proveniente das sobras da construção civil; e tinta, extraída 
da casca do manguezal, o popular mangue-vermelho.
TRISTÃO, M. A educação ambiental e o pós-colonialismo.
Revista de Educação, n. 53, ago. 2014.
Uma característica de práticas tradicionais como a 
exemplificada no texto é a vinculação entre os recursos 
do mundo natural e a","A: manutenção dos modos de vida.; B: conservação dos plantios da roça.; C: atualização do modelo de gestão.; D: participação na sociedade de consumo.; E: especialização nas etapas de produção.


RASCUNHO
DA REDAÇÃO
1° dia | Caderno 1 - AZUL - 1ª Aplicação
Transcreva a sua Redação para a Folha de Redação.
2
4
6
8
10
12
14
16
18
20
22
24
26
28
30",2022
46,C,0.19307,"Fotografia da avó bordada
SCARELI, G. A máquina de costura e os fios da memória. Revista Brasileira 
de Pesquisa (Auto)Biográfica, n. 18, maio-ago. 2021.
A definição de Sertão descrita no bordado associa esse 
recorte espacial a",A: percursos e roteiros turísticos.; B: trajetos e movimentos holísticos.; C: vivências e itinerários socioafetivos.; D: fronteiras e demarcações territoriais.; E: profissões e interesses econômicos.,2023
47,D,0.606,"Felizes tempos eram esses! As moças iam à missa de 
madrugada. De dia ninguém as via e se alguma, em dia 
de festa, queria passear com a avó ou a tia, havia de ir de 
cadeirinhas. Bem razão têm os nossos velhos de chorar 
por esses tempos, em que as filhas não sabiam escrever, 
e por isso não mandavam nem recebiam bilhetinhos.
Novo Correio de Modas, 1853, apud DONEGÁ, A. L. Publicar ficção em 
meados do século XIX: um estudo das revistas femininas editadas 
pelos irmãos Laemmert. Campinas: Unicamp, 2013 (adaptado).
Na perspectiva do autor, as tradições e os costumes 
sociofamiliares sofreram alterações, no século XIX, 
decorrentes de quais fatores?",A: Hábitos de leitura e mobilidade regional.; B: Circulação de impressos e trânsito religioso.; C: Valorização da língua e imigração estrangeira.; D: Práticas de letramento e transformação cultural.; E: Flexibilização do ensino e reformismo pedagógico.,2023
48,A,0.94872,"No Cerrado, o conhecimento local está sendo cada 
vez mais subordinado à lógica do agronegócio. De um 
lado, o capital impõe os conhecimentos biotecnológicos, 
como mecanismo de universalização de práticas agrícolas 
e de novas tecnologias, e de outro, o modelo capitalista 
subordina homens e mulheres à lógica do mercado. Assim, 
as águas, as sementes, os minerais, as terras (bens 
comuns) tornam-se propriedade privada. Além do mais, 
há outros fatores negativos, como a mecanização pesada, 
a “pragatização” dos seres humanos e não humanos, a 
violência simbólica, a superexploração, as chuvas de 
veneno e a violência contra a pessoa.
CALAÇA, M.; SILVA, E. B.; JESUS, J. N. Territorialização do agronegócio e subordinação 
do campesinato no Cerrado. Élisée, Rev. Geo. UEG, n. 1, jan.-jun. 2021 (adaptado).
Os elementos descritos no texto, a respeito da 
territorialização da produção, demonstram que há um","A: cerco aos camponeses, inviabilizando a manutenção 
das condições para a vida.; B: descaso aos latifundiários, impactando a plantação 
de alimentos para a exportação.; C: desprezo ao assalariado, afetando o engajamento dos 
sindicatos para o trabalhador.; D: desrespeito aos governantes, comprometendo a 
criação de empregos para o lavrador.; E: assédio ao empresariado, dificultando o investimento 
de maquinários para a produção.",2023
49,E,0.67105,"TEXTO I
Com uma população de 25 milhões de habitantes 
(cerca de 60% de minorias muçulmanas, principalmente 
da etnia Uigur), Xinjiang é uma região estratégica para a 
China. Faz fronteira com oito países, é uma artéria crucial 
do megaprojeto de infraestrutura chinês Cinturão e Rota e 
tem as maiores reservas nacionais de carvão e gás natural.
NINIO, M. Disponível em: https://oglobo.globo.com. Acesso em: 5 out. 2021 (adaptado).
TEXTO II
Dentre as províncias da Região Oeste, Xinjiang se 
destaca ao receber mais de 1,7 milhão de migrantes entre 
2000 e 2010. O principal motivo desse fluxo migratório 
é que o governo fornece subsídios à população visando 
aumentar a proporção de chineses da etnia Han em 
relação à população local de etnias turca e muçulmana. 
ALVES, F.; TOYOSHIMA, S. Disparidade socioeconômica e fluxo migratório chinês: 
interpretação de eventos contemporâneos segundo os clássicos do desenvolvimento. 
Revista de Economia Contemporânea, n. 1, jan.-abr. 2017 (adaptado).
A política demográfica para a província mencionada 
nos textos é parte da seguinte ação estratégica do 
governo chinês:","A: Promover a ocupação rural.; B: Favorecer a liberdade religiosa.; C: Descentralizar a gestão pública.; D: Incentivar a pluralidade cultural.; E: Assegurar a integridade territorial.
–CH • 1º DIA • CADERNO 1 • AZUL–",2023
50,E,1.19128,"Superar a história da escravidão como principal marca 
da trajetória do negro no país tem sido uma tônica daqueles 
que se dedicam a pesquisar as heranças de origem afro 
à cultura brasileira. A esse esforço de reconstrução 
da própria história do país, alia-se agora a criação da 
plataforma digital Ancestralidades. “A história do negro 
no Brasil vai continuar sendo contada, e cada passo que 
a gente dá para trás é um passo que a gente avança”, diz 
Márcio Black, idealizador da plataforma, sobre o estudo 
de figuras ainda encobertas pela perspectiva histórica 
imposta pelos colonizadores da América.
FIORATI, G. Projeto joga luz sobre negros e revê perspectiva histórica. 
Disponível em: www1.folha.uol.com.br. Acesso em: 10 nov. 2021 (adaptado).
Em relação ao conhecimento sobre a formação cultural 
brasileira, iniciativas como a descrita no texto favorecem o(a)",A: recuperação do tradicionalismo.; B: estímulo ao antropocentrismo.; C: reforço do etnocentrismo.; D: resgate do teocentrismo.; E: crítica ao eurocentrismo.,2023
51,C,1.29861,"Escrito durante a Primeira Guerra Mundial, o seguinte 
trecho faz parte da carta enviada pelo secretário do exterior 
britânico, Sir Arthur James Balfour, ao banqueiro Lord 
Rotschild, presidente da Liga Sionista, em 2 de novembro 
de 1917, a carta ficou conhecida como Declaração Balfour:
“O governo de Sua Majestade vê com aprovação o 
estabelecimento na Palestina de um lar nacional para 
o povo judeu, e fará todos os esforços para facilitar tal 
objetivo. Nada será feito que possa prejudicar os direitos 
civis e religiosos das comunidades não judaicas na 
Palestina.”
GATTAZ, A. A Guerra da Palestina. São Paulo: Usina do Livro, 2002 (adaptado).
A análise do resultado do processo em questão revela que 
o governo inglês foi incapaz de garantir seu objetivo de",A: promover o bem-estar social.; B: negociar o apoio muçulmano.; C: mediar os conflitos territoriais.; D: estimular a cooperação regional.; E: combater os governos autocráticos.,2023
52,A,1.18538,"TEXTO I
Como presença consciente no mundo não posso 
escapar à responsabilidade ética no meu mover-me no 
mundo. Se sou puro produto da determinação genética ou 
cultural ou de classe, sou irresponsável pelo que faço no 
meu mover-me no mundo e, se careço de responsabilidade, 
não posso falar em ética.
FREIRE, P. Pedagogia da autonomia: saberes necessários 
à prática educativa. São Paulo: Paz e Terra, 1996.
TEXTO II
Paulo Freire construiu uma pedagogia da esperança. 
Na sua concepção, a história não é algo pronto e acabado. 
As estruturas de opressão e as desigualdades, apesar 
de serem naturalizadas, são sócio e historicamente 
construídas. Daí a importância de os educandos tomarem 
consciência da sua realidade para, assim, transformá-la.
DEMARCHI, J. L. Paulo Freire. Disponível em: https://diplomatique.org.br. 
Acesso em: 6 out. 2021 (adaptado).
Com base no conceito de ética pedagógica presente nos 
textos, os educandos tornam-se responsáveis pela",A: participação sociopolítica.; B: definição estético-cultural.; C: competição econômica local.; D: manutenção do sistema escolar.; E: capacitação de mobilidade individual.,2023
53,B,0.82081,"A Cordilheira do Himalaia tem mais de 50 milhões de 
anos, sendo classificada como a maior cordilheira do planeta. 
Originário da língua sânscrito, comum na região, seu nome 
quer dizer “morada da neve”. É possível encontrar nessa 
cordilheira as quinze maiores montanhas do mundo. Ao todo, 
existem mais de cem picos, que contam com altitudes bem 
maiores que 7 000 m. O Everest, considerado o ponto mais 
alto da Terra, tem nada menos que 8 848 m de altitude, e 
continua crescendo, aproximadamente, 0,8 mm a cada ano.
Disponível em: https://meioambiente.culturamix.com. Acesso em: 12 nov. 2021 (adaptado).
Qual dinâmica natural é responsável pelo fenômeno 
apresentado?",A: Derrame de lava vulcânica.; B: Encontro de placas tectônicas.; C: Ação do intemperismo químico.; D: Sedimentação de erosão eólica.; E: Derretimento de geleiras glaciais.,2023
54,A,2.63782,"Eu poderia concluir que a raiva é um pensamento, que 
estar com raiva é pensar que alguém é detestável, e que 
esse pensamento, como todos os outros — assim como 
Descartes o mostrou —, não poderia residir em nenhum 
fragmento de matéria. A raiva seria, portanto, espírito. 
Porém, quando me volto para minha própria experiência 
da raiva, devo confessar que ela não estava fora do meu 
corpo, mas inexplicavelmente nele.
MERLEAU-PONTY, M. Quinta conversa: o homem visto de fora. 
São Paulo: Martins Fontes, 1948 (adaptado).
No que se refere ao problema do corpo, a filosofia cartesiana 
apresenta-se como contraponto ao entendimento expresso 
no texto por","A: apresentar uma visão dualista.; B: confirmar uma tese naturalista.; C: demonstrar uma premissa realista.; D: sustentar um argumento idealista.; E: defender uma posição intencionalista.
–CH • 1º DIA • CADERNO 1 • AZUL–",2023
55,A,0.67281,"A diversão é o prolongamento do trabalho sob o capitalismo tardio. Ela é procurada por quem quer escapar 
ao processo de trabalho mecanizado para se pôr de novo em condições de enfrentá-lo. Mas, ao mesmo tempo, 
a mecanização atingiu um tal poderio sobre a pessoa em seu lazer e sobre a sua felicidade, ela determina tão 
profundamente a fabricação das mercadorias destinadas à diversão que essa pessoa não pode mais perceber outra 
coisa senão as cópias que reproduzem o próprio processo de trabalho. 
ADORNO, T.; HORKHEIMER, M. Dialética do esclarecimento. Rio de Janeiro: Zahar, 1997.
No texto, o tempo livre é concebido como",A: consumo de produtos culturais elaborados no mesmo sistema produtivo do capitalismo.; B: forma de realizar as diversas potencialidades da natureza humana.; C: alternativa para equilibrar tensões psicológicas do dia a dia.; D: promoção da satisfação de necessidades artificiais.; E: mecanismo de organização do ócio e do prazer.,2023
56,C,0.5613,"EU QUERIA
PODER.
FORÇA? VISÃO DE
RAIO X? TELECINESE?
TELEPATIA?
PODER
POLÍTICO.
LAERTE. Disponível em: www.laerte.art.br. Acesso em: 23 nov. 2021 (adaptado).
A charge ilustra um anseio presente na sociedade contemporânea, que se caracteriza pela",A: situação de revolta individual.; B: satisfação de desejos pessoais.; C: participação em ações decisórias.; D: permanência em passividade social.; E: conivência em interesses partidários.,2023
57,E,0.6643,"Quem se mete pelo caminho do pedido de perdão deve estar pronto a escutar uma palavra de recusa. Entrar na 
atmosfera do perdão é aceitar medir-se com a possibilidade sempre aberta do imperdoável. Perdão pedido não é 
perdão a que se tem direito [devido]. É com o preço destas reservas que a grandeza do perdão se manifesta.
RICOEUR, P. O perdão pode curar. Disponível em: www.lusosofia.net. Acesso em: 14 out. 2019.
A reflexão sobre o perdão apresentada no texto encontra fundamento na(s)","A: rejeição particular amparada pelo desejo de poder.; B: decisão subjetiva determinada pela vontade divina.; C: liberdade mitigada pela predestinação do espírito.; D: escolhas humanas definidas pelo conhecimento empírico.; E: relações interpessoais mediadas pela autonomia dos indivíduos.
–CH • 1º DIA • CADERNO 1 • AZUL–",2023
58,A,0.24521,"A Cavalgada de Sant’Ana é uma expressão da devoção 
dos vaqueiros à padroeira de Caicó (RN). Nas décadas de 
1950 a 1970, esse evento, então denominado Cavalaria, 
era celebrado pelas pessoas que residiam na zona rural 
do município de Caicó. Essas pessoas usavam os animais 
(jegues, mulas e cavalos) como único meio de transporte, 
sobretudo para se dirigirem à cidade nos dias de feiras, 
trazendo seus produtos para comercializarem. Estando em 
Caicó no período da Festa de Sant’Ana, esses agricultores 
se organizavam em cavalgada até o pátio da Catedral de 
Sant’Ana para louvar a santa e receber bênção para seus 
animais. Por volta da década de 1970, com a chegada do 
automóvel à zona rural do município, essa expressão cultural 
foi extinta. O meio de transporte utilizando os animais passou 
a ser substituído por carros, sobretudo caminhonetes e 
caminhões, que transportavam os camponeses para a 
cidade em dias de feiras e festas. Desde 2002, um grupo de 
caicoenses retomou essa expressão cultural e, em conjunto 
com a associação dos vaqueiros, realiza no primeiro 
domingo da Festa a Cavalgada de Sant’Ana. O evento, além 
de contar com a participação dos cavaleiros que residem 
nas zonas rurais, atrai também pessoas que residem em 
Caicó, cidades vizinhas e amantes das vaquejadas.
FESTA DE SANT’ANA. Disponível em: http://portal.iphan.gov.br. 
Acesso em: 12 out. 2021 (adaptado).
As 
mudanças 
culturais 
mencionadas 
no 
texto 
caracterizam-se pela presença de","A: elementos tradicionais e modernos em torno de uma 
crença religiosa.; B: argumentos teológicos e históricos em consequência 
de uma ordem papal.; C: fundamentos estéticos e etnográficos em função de 
uma cerimônia clerical.; D: práticas corporais e esportivas em decorrência de uma 
imposição eclesiástica.; E: discursos filosóficos e antropológicos em resultado de 
uma determinação paroquial.",2023
59,A,0.11476,"Do século XVI em diante, pelo menos nas classes 
mais altas, o garfo passou a ser usado como utensílio 
para comer, chegando através da Itália primeiramente à 
França e, em seguida, à Inglaterra e à Alemanha, depois 
de ter servido, durante algum tempo, apenas para retirar 
alimentos sólidos da travessa. Henrique III introduziu-o 
na França, trazendo-o provavelmente de Veneza. Seus 
cortesãos não foram pouco ridicularizados por essa 
maneira “afetada” de comer e, no princípio, não eram 
muito hábeis no uso do utensílio: pelo menos se dizia 
que metade da comida caía do garfo no caminho do prato 
à boca. Em data tão recente como o século XVII, o garfo 
era ainda basicamente artigo de luxo, geralmente feito de 
prata ou ouro.
ELIAS, N. O processo civilizador: uma história dos costumes. 
Rio de Janeiro: Zahar, 1994.
O processo social relatado indica a formação de uma 
etiqueta que tem como princípio a",A: distinção das classes sociais.; B: valorização de hábitos de higiene.; C: exaltação da cultura mediterrânea.; D: consagração de tradições medievais.; E: disseminação de produtos manufaturados.,2023
60,D,0.08591,"Negar o pedido por dinheiro indispensável para 
necessidades pessoais ou comprar bens usando o nome 
da pessoa sem o consentimento dela. Ameaçar o corte 
de recursos dependendo de atitudes pessoais, esconder 
documentos ou trocar senhas do banco sem avisar. 
Ou, ainda, proibir a pessoa de trabalhar ou destruir seus 
pertences. As histórias são comuns, mas às vezes não são 
reconhecidas como abuso. Mas é uma das cinco formas de 
conduta contra a mulher previstas na Lei Maria da Penha.
LEWGOY, J. Conduta quase invisível destrói a vida de mulheres. Disponível em: 
https://valorinveste.globo.com. Acesso em: 23 out. 2021 (adaptado).
O texto apresenta tipos de conduta sujeitos a punição, 
conforme previsto na Lei Maria da Penha, porque 
consistem em formas de",A: ação difamatória.; B: desvio comportamental.; C: expressão preconceituosa.; D: violência patrimonial.; E: desentendimento matrimonial.,2023
61,E,-0.2033,"Por trás da “mágica” do Google Assistant de sua 
capacidade de interpretar 26 idiomas está uma enorme 
equipe de linguistas distribuídos globalmente, trabalhando 
como subcontratados, que devem rotular tediosamente os 
dados de treinamento para que funcione. Eles ganham 
baixos salários e são rotineiramente forçados a trabalhar 
horas extras não remuneradas. A inteligência artificial não 
funciona com um pozinho mágico. Ela funciona por meio 
de trabalhadores que treinam algoritmos incansavelmente 
até que eles automatizem seus próprios trabalhos.
A Inteligência Artificial (IA) da economia freelancer está vindo atrás de você. 
Disponível em: https://mittechreview.com.br. Acesso em: 6 out. 2021 (adaptado).
O texto critica a mudança tecnológica em razão da 
seguinte consequência:","A: Diversificação da função.; B: Mobilidade da população.; C: Autonomia do empregado.; D: Concentração da produção.; E: Invisibilidade do profissional.
–CH • 1º DIA • CADERNO 1 • AZUL–",2023
62,C,0.39346,"Enormes alto-falantes sul-coreanos instalados na 
fronteira com o Norte costumavam transmitir desde 
canções em estilo K-pop (como é chamado o pop 
sul-coreano) até boletins climáticos e noticiário crítico ao 
vizinho comunista. O Norte costuma praticar atividade 
semelhante, transmitindo por seus alto-falantes discursos 
críticos a Seul e aliados. Durante os anos 1980, o governo 
sul-coreano construiu um mastro de 97 metros de altura 
para hastear sua bandeira no povoado de Daesong-dong, 
na fronteira com o Norte. O Norte respondeu com a 
construção de um mastro ainda mais alto (160 m) na 
cidade fronteiriça de Gijung-dong. “Essas demonstrações 
são uma válvula de escape competitiva e importante entre 
os dois lados, fora de um possível conflito militar”, diz o 
analista Ankit Panda.
TAN, Y. Disputa de mastros e alto-falantes com K-pop: as pequenas picuinhas do conflito 
entre as Coreias. Disponível em: www.bbc.com. Acesso em: 7 nov. 2021 (adaptado).
Os atos de competição citados têm suas origens 
históricas vinculadas a um contexto de","A: domínio cultural-identitário de atores sociais.; B: disputas étnico-raciais de povos tradicionais.; C: divergências político-ideológicas de agentes estatais.; D: imposição econômico-financeira de empresas 
privadas.; E: protestos ecológico-sustentáveis de entidades 
ambientais.",2023
63,B,0.70936,"Seda, madeiras aromáticas e têxteis, obras de arte, 
lã, cristais e muitas, muitas peças de porcelana chegaram 
ao Brasil ao longo dos séculos XVII e XVIII. A opulência 
proporcionada pelo ouro fez com que esses itens fossem 
ainda mais presentes em cidades mineiras como Ouro Preto, 
Mariana e Sabará. Esses objetos inspiraram a criação das 
chinesices, termo que designa um tipo de arte que evoca 
motivos chineses, presentes em várias igrejas barrocas de 
Minas Gerais. No Brasil, é bem provável que a inspiração 
para as pinturas nas igrejas barrocas com pássaros, 
elefantes, tigres, mandarins e pagodes tenha sido tirada de 
gravuras, tecidos, móveis e, principalmente, das porcelanas 
chinesas que circulavam livremente em uma sociedade 
enriquecida pelo comércio do ouro e pedras preciosas.
MARIUZZO, P. Estudos interdisciplinares ampliam conhecimento sobre 
chinesice no barroco mineiro. Disponível em: http://cienciaecultura.bvs.br. 
Acesso em: 23 nov. 2021 (adaptado).
O desenvolvimento do processo artístico descrito no 
texto foi possível pelo(a)",A: representação arquitetônica.; B: intercâmbio transcontinental.; C: dependência econômica.; D: intervenção estatal.; E: padrão estético.,2023
64,D,0.31781,"Txai Suruí, liderança da Juventude Indígena, 
profere seu discurso na abertura da COP-26
“O clima está esquentando, os animais estão 
desaparecendo, os rios estão morrendo e nossas 
plantações não florescem como no passado. A Terra está 
falando: ela nos diz que não temos mais tempo.”
VICK, M. Quais são as conquistas do movimento indígena na COP-26. 
Disponível em: www.nexojornal.com.br. Acesso em: 10 nov. 2021 (adaptado).
O discurso da líder indígena explicita um problema global 
relacionado ao(à)",A: manejo tradicional.; B: reciclagem residual.; C: consumo consciente.; D: exploração predatória.; E: reaproveitamento energético.,2023
65,A,0.56073,"Nas reportagens publicadas sobre a inauguração do 
Museu de Arte de São Paulo, em 1947, quando ele ainda 
ocupava um edifício na rua Sete de Abril, Lina Bo Bardi não foi 
mencionada nenhuma vez. A arquiteta era responsável pelo 
projeto do museu que mudaria para sempre a posição de São 
Paulo no circuito mundial das artes. Mas não houve nenhum 
registro disso. O louvor se concentrou em seu marido e 
parceiro profissional, o respeitado crítico de arte Pietro Maria 
Bardi. Passados 75 anos, a mulher então ignorada recebeu 
um Leão de Ouro póstumo, a maior homenagem da Bienal 
de Arquitetura de Veneza, e tem agora sua história contada 
em duas biografias de peso, que procuram destrinchar uma 
carreira marcada pela ousadia e pela contradição.
PORTO, W. Lina Bo Bardi tem sua arquitetura contraditória destrinchada em biografias. 
Disponível em: www1.folha.uol.com.br. Acesso em: 10 nov. 2021 (adaptado).
As transformações pelas quais passaram as sociedades 
ocidentais e que possibilitaram o reconhecimento recente 
do trabalho da arquiteta mencionada no texto foram 
resultado das mobilizações sociais pela","A: equidade de gênero.; B: liberdade de expressão.; C: admissibilidade de voto.; D: igualdade de oportunidade.; E: reciprocidade de tratamento.
–CH • 1º DIA • CADERNO 1 • AZUL–",2023
